State,District,Latitude,Longitude,District code,Population,Male,Female,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Ownership_Owned_Households,Ownership_Rented_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,sex_ratio,literacy_rate,Male_literacy_rate,Female_literacy_rate
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,572292,21658,2540763,57973,20745,6373,2979,2357,29122,519704,8566,382091,407692,337793,189296,152838,134637,19654,1625484,655032,380114,561313,37623,464063,57480,10850,13773,2306,617,97.0,60.0,69.0,51.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,182602,7310,777188,10425,2644,1196,667,3612,3685,148926,1016,143128,148544,120146,65196,58875,31319,5096,461125,213021,125429,156006,6283,113655,24428,5772,7166,1096,298,101.0,68.0,76.0,60.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,560415,22565,3129745,83499,24304,24276,19587,17209,42569,614109,16141,463598,573291,497668,309508,286244,202424,30555,1919832,898241,523656,582952,74863,473520,106165,27076,33807,5370,1361,99.0,69.0,76.0,61.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,197558,7553,629509,15336,189588,474,467,694,14835,76783,567,120768,137681,127299,64188,50562,26161,3166,488965,214455,148100,179774,7347,136893,26950,3115,3619,419,85,101.0,58.0,66.0,50.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,221806,7899,1133176,30195,21059,3666,897,753,15649,202380,4544,178191,188303,168387,89167,83166,61215,11792,729708,309479,166959,232642,29297,208797,26348,3799,4509,590,120,97.0,62.0,71.0,53.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,94648,4830,604259,25878,9398,1391,84,1155,15474,80023,1667,143413,109639,87969,47127,38677,26802,4134,399581,165022,94073,124298,17842,111220,16253,2167,2572,323,82,97.0,60.0,69.0,52.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,278073,6135,1008061,12570,5284,2941,521,1495,1417,212487,961,179770,194739,152183,78583,57949,33357,5951,582544,272009,177826,241908,7773,190249,27994,4433,5334,709,192,102.0,62.0,71.0,53.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,323788,9959,1422986,17332,47653,2117,781,409,1782,297308,3342,246480,260661,210964,130700,93340,66358,8804,841958,398257,253488,331942,19805,270070,35329,4922,5825,713,190,99.0,64.0,72.0,55.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,191182,32919,2239370,227465,17452,7477,121791,12260,1159,547206,38570,231263,407662,335886,441072,221410,204507,19940,1414154,748339,462741,463109,119513,418185,69416,12537,14741,1833,371,96.0,74.0,79.0,68.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,323788,9959,1422986,17332,47653,2117,781,409,1782,297308,3342,246480,260661,210964,130700,93340,66358,8804,841958,398257,253488,331942,19805,270070,35329,4922,5825,713,190,99.0,64.0,72.0,55.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,191182,32919,2239370,227465,17452,7477,121791,12260,1159,547206,38570,231263,407662,335886,441072,221410,204507,19940,1414154,748339,462741,463109,119513,418185,69416,12537,14741,1833,371,96.0,74.0,79.0,68.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,708993,34078,3881485,103038,23181,16707,8397,17137,10680,728556,20261,618508,664470,552373,313247,267265,227382,31483,2454299,1038155,560184,739497,86940,623870,105412,24592,31521,5280,1649,98.0,65.0,73.0,56.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,523356,12643,2126195,81442,97432,2303,1287,623,48295,253131,2737,364452,338509,281260,135374,105992,64607,9524,1441436,561915,355077,492651,18701,383510,70257,8651,10044,1167,226,98.0,50.0,58.0,42.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,481,409,171537,16087,2618,169,216,244,79,49249,1316,8957,28094,30406,26991,14170,9128,1995,122589,52868,15428,14722,33493,26109,2388,576,720,116,28,53.0,79.0,84.0,69.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,333996,9645,2397056,334858,2586,1110,1291,3841,77,498326,6628,271762,700258,294811,311849,137505,139957,30127,1527888,749156,461650,457405,57119,356326,93723,22643,28084,4221,1220,95.0,67.0,75.0,59.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,333996,9645,2397056,334858,2586,1110,1291,3841,77,498326,6628,271762,700258,294811,311849,137505,139957,30127,1527888,749156,461650,457405,57119,356326,93723,22643,28084,4221,1220,95.0,67.0,75.0,59.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,14120,8862,622213,57941,134169,618,553,546,166,173951,23440,40968,101521,148792,153887,87513,86781,16601,380926,260533,175035,145651,26362,122650,18253,3867,4750,736,147,96.0,81.0,84.0,78.0
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,12640,5846,341664,63623,231961,855,542,563,92,138810,17624,29874,73039,119869,108989,64786,57460,9579,314480,194872,130605,108881,29829,96972,14089,2921,3563,511,131,99.0,78.0,82.0,75.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,268954,54876,6042416,883238,50754,14542,4518,209287,2055,1456046,126341,761358,1614370,805199,1135058,549188,839295,100831,3952858,2043895,1198152,1193694,269205,1002327,264401,63618,74104,8837,1649,90.0,75.0,80.0,70.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,209935,6083,1410463,99105,919,415,243,2053,40,273331,2538,230474,412251,120625,149478,66785,50999,8582,836343,389892,282409,265928,21529,197142,57481,11458,13587,1775,354,96.0,66.0,72.0,59.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,346329,16460,1798794,250919,29789,1524,267,8591,142,378310,9902,257524,560542,229013,283571,127459,110351,20487,1134962,585093,366419,379759,31488,266912,83841,20634,23887,2684,569,92.0,74.0,80.0,67.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,350541,11812,2890305,213505,1686,486,281,12659,83,396873,3424,366867,859436,159433,226765,105372,66950,14451,1984701,738412,394793,515862,33035,379709,109776,24140,28756,3872,744,94.0,55.0,65.0,43.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,253577,8902,1188204,343511,9494,1733,442,4813,342,309091,10257,161675,367060,164765,188539,83895,74380,16036,844298,442523,254728,279792,44555,225413,51877,9888,11477,1310,279,93.0,72.0,77.0,66.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,334025,17996,2632574,212863,3457,1410,445,26974,127,500757,7297,422461,929286,266953,281250,96241,93391,13946,1708938,720241,445121,467094,61608,365160,96941,24583,29895,4324,988,93.0,66.0,73.0,58.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,129356,8600,1319586,57273,3237,1985,497,6405,82,262539,12107,136131,363156,133594,196456,95730,108400,16088,769329,391862,224886,234873,41902,185132,54958,13912,15891,1708,271,92.0,74.0,80.0,67.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,147193,11359,1810443,320805,4392,1873,1086,18856,136,386538,11573,255785,491009,194057,199634,74029,87523,18573,1220598,576319,358455,354786,56645,289799,72984,16651,20091,2786,654,94.0,65.0,71.0,57.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,183971,10802,1608921,442355,6192,6353,490,25312,98,403294,9631,246956,469402,141345,157284,61366,60386,14062,1278604,524052,286086,328271,83137,311387,54655,9873,11511,1347,291,91.0,60.0,67.0,52.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,359842,12455,2000884,264482,26629,1403,300,3479,82,372226,5710,295057,641541,250044,310341,148530,84223,19498,1260660,628221,388646,429236,22358,282924,98196,25028,28407,2852,527,94.0,72.0,79.0,64.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,242969,10282,1885732,136431,1954,1082,146,7087,88,385609,7759,260278,467128,183468,266108,139208,130723,27391,1119451,554432,357578,371860,43193,277438,81587,16859,18980,1876,245,93.0,74.0,80.0,67.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,188030,2594,559848,22600,4413,147,80,373,2078,101940,576,76197,146661,58188,52687,28396,14748,3451,336830,157910,93466,115602,4801,81228,23578,3599,4026,365,62,96.0,63.0,70.0,55.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,206608,7173,1225087,78669,5733,2459,601,13386,2823,267679,6726,145678,266733,140235,190861,112460,85041,26012,673014,390349,258957,262571,25882,193250,49856,9119,10519,1213,187,96.0,75.0,80.0,71.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,376038,10771,2220974,158513,2863,662,337,5236,131,398937,3456,255905,601358,205420,283648,139773,71810,17958,1421859,599925,363391,425072,15044,276193,99169,21312,25136,3232,592,95.0,60.0,70.0,50.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,227080,6392,1194745,142797,916,337,66,3602,66,223424,2231,168990,364667,78731,129584,57494,46355,11111,786357,341381,213465,245138,19197,180187,48611,9905,11483,1328,250,94.0,62.0,71.0,53.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,48964,2371,549749,33565,500,248,91,515,38,117040,1653,50588,150643,71637,63458,25119,22458,5260,314886,163777,105638,103353,16208,86848,18529,4023,4720,591,106,95.0,67.0,74.0,60.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,214285,23780,3397406,361388,5478,1918,1170,33591,269,747352,21785,383780,913928,402240,540278,204306,266295,29924,2080568,1052871,659576,644828,111779,530055,143427,30574,35598,4248,776,93.0,72.0,77.0,66.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,333867,10909,2260560,148563,6375,614,168,11110,52,438606,5262,214062,597667,211423,333650,198963,110817,24745,1393131,630963,400905,450063,22065,307792,102115,19061,21195,1883,251,95.0,65.0,74.0,56.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,325739,42040,5260193,660772,21052,5703,12902,112835,3920,1252452,55694,566242,1332690,807021,896927,433651,379505,79862,3563443,1740746,723415,788508,478407,854742,178819,42215,49399,6081,1103,79.0,75.0,79.0,70.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,270861,9518,1620282,109681,1419,512,312,22992,128,302068,2975,234873,482679,165406,172947,61164,58389,14501,1033435,439352,280582,306924,26468,232100,62623,13614,15812,1825,373,93.0,62.0,71.0,53.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,40486,1172,203545,3593,20029,69,32,39,560,29794,137,43639,59954,17736,14872,7560,3490,2215,146095,51821,30027,46314,1291,32924,10092,1630,1847,193,24,101.0,62.0,68.0,56.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,570361,17680,3713941,384579,23813,9340,2069,27650,1124,798277,53606,396624,865726,457662,504732,268451,314960,60177,2213474,1190041,733710,771779,88479,566507,172826,36738,42196,4634,824,93.0,69.0,75.0,64.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,183025,11833,1571147,94034,19661,1589,913,13809,1417,329218,11020,165459,303197,171712,212318,123281,90912,26987,944532,485874,259906,297911,58586,240251,59697,11282,13020,1482,256,92.0,69.0,74.0,63.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,57293,15753,955096,22143,3705,138202,381,4845,110,199681,12899,89558,170110,161844,163544,97980,91472,18727,617859,308126,201685,183898,18611,136640,39766,10339,12555,1841,375,88.0,72.0,77.0,67.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,103788,14855,1611031,15515,873,2401,254,1016,26,266244,5292,186145,223049,198307,218631,148995,104875,13786,964960,405760,261428,293443,11408,198703,58683,17581,20686,2605,500,89.0,65.0,74.0,56.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,29288,32286,1588407,161680,9743,34572,640,4883,249,333171,43437,137902,220384,198551,282666,178846,259933,27864,1095602,481318,231029,276186,69917,244743,54372,14109,17481,2764,608,87.0,70.0,76.0,64.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,97997,6558,779243,8360,996,150969,171,1172,530,153301,3210,103541,136663,99948,93526,61476,37741,9504,555745,237009,147469,162708,8832,118034,32676,8838,10397,1302,257,90.0,59.0,66.0,52.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,27097,18228,1408801,70842,9725,15097,944,7451,254,305751,67087,126920,177453,175370,219200,150120,233402,41366,875531,428101,210307,211728,98060,211628,46969,13062,16024,2427,535,85.0,73.0,78.0,68.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,144213,16097,1701061,21650,1945,12270,334,3620,33,285004,10132,197303,230074,194595,202792,144626,105346,19031,1017830,456536,265109,295628,23078,215575,60114,16187,18978,2326,465,87.0,64.0,72.0,55.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,44845,9254,945693,8247,734,1042,105,645,22,168558,5034,90737,109829,115794,145258,97457,58826,9387,549975,245095,162356,168223,12154,114239,35840,9978,11871,1604,289,86.0,71.0,78.0,62.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,102071,9114,1276669,23016,889,29103,172,2594,56,222462,5263,136892,185626,151682,154773,107994,64599,14277,784085,335704,213478,227870,12316,153267,48467,13086,15718,2146,486,87.0,62.0,70.0,53.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,85651,9450,974520,8232,1769,87558,265,351,70,187349,3724,119345,158239,124682,117753,82297,51043,9111,630194,265813,176320,189832,7550,128054,39137,9894,11896,1683,319,88.0,60.0,68.0,52.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,133723,15311,1341002,31650,2049,126207,532,1516,49,267223,11163,155839,231354,188040,183590,124790,101387,19186,884972,380409,234684,258981,19328,189917,52737,12985,15700,2215,500,89.0,65.0,71.0,58.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,85890,6726,805175,15970,1943,140395,214,375,106,171908,7356,94530,145392,118107,120790,81964,71007,10999,552034,250830,160216,162147,13063,115218,33776,9014,10985,1618,353,89.0,67.0,73.0,61.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,38320,7639,913251,5660,301,1737,75,644,15,135455,2624,94273,135849,126291,132765,94245,60296,10353,530000,229392,161258,162961,3691,100023,37004,13048,15919,2295,576,89.0,68.0,78.0,57.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,12827,9870,490702,23451,2583,40951,1008,1626,90,103455,18615,45607,73584,60177,69163,48306,83256,8466,309078,157076,93606,78722,24115,74902,18116,4455,5295,680,160,87.0,72.0,77.0,67.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,62358,15824,1083936,86622,2261,25064,289,4647,99,209965,10024,118873,170565,143466,141473,91756,75774,10977,739075,298764,167244,182191,32473,152367,37420,8949,10817,1543,325,86.0,65.0,72.0,58.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,28215,9782,889133,5713,701,1804,202,1525,12,152651,5121,81280,120860,122617,139646,95807,65143,9820,518747,230704,150557,156650,9969,105725,34760,10257,12265,1655,353,90.0,71.0,79.0,61.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,36568,8521,1043887,8185,732,3916,200,3491,24,193120,8482,117097,150903,140782,168499,109596,100346,21134,605741,269354,185685,185204,15541,133362,37417,9594,11401,1525,282,87.0,70.0,77.0,63.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,147042,11952,940255,9524,2186,338962,370,2256,624,215527,6287,141766,201349,153263,134559,83373,61620,16698,750228,334344,208185,219428,12951,157925,45978,13988,16392,1996,408,90.0,60.0,67.0,53.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,9193,4521,479782,32455,1559,2745,1740,57,14,96082,1615,56272,96789,67653,64515,40440,15506,3252,306555,130606,81566,94367,6546,66941,17582,2765,3143,323,55,99.0,62.0,71.0,53.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,8824,3347,449412,3711,243,591,95,293,9,104120,2521,37327,71107,72114,91184,64363,35620,5263,224044,123941,106641,99538,4452,65041,15955,3047,3478,383,48,110.0,79.0,83.0,75.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,181449,19876,1010014,91269,814,196,74,41,273,55929,1196,159593,238344,211029,103334,59914,59612,4094,660774,260368,181109,202503,4809,139501,37669,9673,12348,2119,556,86.0,59.0,69.0,48.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,217070,237698,8824,3347,449412,3711,243,591,95,293,9,104120,2521,37327,71107,72114,91184,64363,35620,5263,224044,123941,106641,99538,4452,65041,15955,3047,3478,383,48,110.0,79.0,83.0,75.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,593537,510748,181449,19876,1010014,91269,814,196,74,41,273,55929,1196,159593,238344,211029,103334,59914,59612,4094,660774,260368,181109,202503,4809,139501,37669,9673,12348,2119,556,86.0,59.0,69.0,48.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,54849,15662,1461140,19797,3023,8929,14511,194,208,330081,8053,127699,243617,223099,284124,192936,91236,13577,766581,419172,319420,314828,16832,220761,52298,8867,10052,1056,129,101.0,76.0,81.0,72.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,2537,944,64732,448,485,249,18086,29,45,17865,354,9400,13749,11437,11140,7871,5118,713,42360,26599,15075,13926,4511,10752,2106,207,235,19,9,82.0,72.0,79.0,63.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,12372,2707,415669,2974,1568,1396,15377,94,83,91322,2623,48384,77363,61854,58122,39081,23168,2377,244727,120510,72282,80610,12616,62549,14979,2492,2794,272,30,94.0,70.0,77.0,63.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,15822,7134,981412,9460,876,4081,2628,43,86,214491,5333,100052,159043,132147,180188,128549,54139,9350,524285,279321,194661,205510,11024,141425,40350,7803,8883,934,146,101.0,72.0,79.0,66.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,26114,7967,791449,11810,2025,4047,3262,185,197,172754,9177,69967,113536,113305,141490,95341,80414,9748,425721,241956,145577,126522,44241,114928,25903,4965,5765,688,112,92.0,75.0,81.0,69.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,10730,5313,476830,33215,577,15501,2645,236,86,91509,2220,57853,100123,78103,67080,38282,23352,4048,310244,136839,82471,83947,10156,61976,18571,3769,4665,709,187,92.0,68.0,74.0,62.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,10283,4969,548579,14678,1452,13926,574,591,110,119866,5250,50331,89407,83992,95232,59363,36803,8280,321533,167168,90808,86649,31305,74573,19282,5062,6076,857,157,88.0,74.0,79.0,68.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,19604,3427,480138,14275,390,26009,56,70,10,105929,2412,51838,87913,81256,105204,60626,32120,5511,273223,142351,105358,101443,5195,71424,18538,3527,4086,498,61,98.0,77.0,81.0,72.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,12199,1932,187621,220614,472,422,21,22,42,61831,596,43794,47350,62719,48359,31416,12647,1846,263576,93189,52744,76189,1997,60875,8043,1127,1324,169,28,92.0,53.0,65.0,41.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,36873,10589,1289240,107489,12104,114272,470,1987,321,294739,19905,135391,185962,253542,261852,159257,146501,30616,816827,435895,275585,274859,18255,215803,40735,8759,10378,1376,243,88.0,74.0,79.0,69.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,3763,1222,10341,108239,604,1171,20126,28,4,15824,235,12732,19083,20874,16938,9826,3077,408,87532,35561,17488,16646,1419,10366,3835,1252,1643,308,83,81.0,61.0,72.0,48.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,21566,3952,540063,64234,1828,9551,24,16,2,109422,1443,69396,82715,106411,91522,47694,24330,4504,357864,160123,97684,114949,2179,87230,15954,3596,4489,752,141,89.0,63.0,70.0,55.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,34080,10615,13840,535159,1109,9440,35,6,18,73629,1537,36201,54808,73991,67368,40931,31286,5897,342601,137032,80111,80452,459,55081,15020,3099,3612,439,74,91.0,52.0,61.0,43.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,31583,3930,32604,431279,958,11188,83,10,2,62900,346,55762,72024,69219,46062,29517,13962,1884,304979,109818,61334,87711,762,70995,9180,1148,1250,87,15,89.0,55.0,65.0,44.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,10408,20095,42540,1177342,2746,12187,285,74,2,165403,16413,88911,173309,178723,176409,132727,121856,32114,693238,351561,190330,160923,5135,117581,23234,6314,7640,1075,251,90.0,61.0,66.0,54.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,11396,2641,489044,59771,1962,3418,106,57,235,73999,1214,58567,80129,86008,55024,29657,17345,4030,339145,140785,74757,90329,2544,62914,15369,3544,4377,686,147,87.0,58.0,67.0,48.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,126406,21671,1636460,241451,13730,4174,1890,2045,160524,274726,9754,242467,338861,342646,232434,154076,116396,21157,1261238,510375,282115,292464,67373,269417,62803,15150,19449,3444,855,92.0,62.0,71.0,52.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,188513,14210,903179,116710,6565,888,35,129,12936,27037,590,200861,161729,102033,63670,35342,21697,2046,692650,222892,126682,176487,2533,122484,33192,9679,12905,2532,694,95.0,49.0,57.0,41.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,209693,39361,1165140,302626,6027,143,188,282,16067,130193,1944,217460,266292,190171,96331,54419,43979,6699,944961,338413,205514,249689,7201,167640,52209,15656,20691,3875,1160,93.0,53.0,63.0,42.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,103488,25889,2149480,431762,11243,9727,331,1268,77182,427173,11568,317918,501453,449506,305054,186697,107382,14615,1634835,648876,356445,359496,76629,339234,79304,18798,24696,4657,1241,91.0,64.0,72.0,55.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,303084,23106,1044726,106865,86404,234,267,162,78622,62110,1193,229157,229259,149009,69525,38383,25593,2697,799323,324226,196164,267228,3967,188539,44808,7673,9036,1163,200,98.0,51.0,61.0,41.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,328673,14487,1104475,194680,17168,123,371,20,4591,29373,565,207665,195565,147446,87844,46882,28144,2830,860869,284036,177599,250350,2997,191754,39555,7433,9354,1501,420,94.0,49.0,59.0,39.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,362610,32544,1856202,508586,14645,937,650,1503,59218,125431,1944,503261,443980,261309,146464,77540,55122,8449,1597269,533788,312967,381432,6860,236630,87379,31126,44335,9820,3389,94.0,51.0,62.0,40.0
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,307767,18719,937126,289182,37795,97,128,115,47067,43230,874,217607,190777,126766,79430,47395,30870,4002,820367,308639,183519,245973,2288,175196,38394,8316,10349,1650,383,94.0,46.0,55.0,36.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,97918,12771,309563,51429,202449,221,531,23,457468,31687,831,136719,242580,182260,82114,45613,23742,2913,643579,225871,155452,179247,7713,125906,32057,5990,7491,1195,306,99.0,55.0,63.0,47.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,135667,11547,550560,164406,4419,520,118,783,68564,49419,808,131150,132014,85745,40613,22995,14802,1578,480895,189889,116810,145904,3164,100935,27797,6697,8399,1390,312,95.0,54.0,64.0,44.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,142729,9205,473049,69808,47653,120,128,16,133525,38194,340,109491,121529,88787,46142,23885,13956,1017,484084,152720,89870,127924,3721,93771,22795,3568,4556,804,184,97.0,48.0,57.0,39.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,80840,4449,112378,95012,16770,51,33,15,235987,28769,351,82873,84920,63545,38503,21987,13847,976,298844,100340,62244,87210,2967,64996,12442,2208,2687,387,92,99.0,56.0,64.0,48.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,150028,19471,410127,322963,75865,356,283,222,88760,31414,328,100367,133770,79045,29934,15700,9822,1525,587976,206826,104418,175835,2847,133902,20843,3322,3893,488,83,99.0,39.0,46.0,33.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,380976,19911,1683169,238295,6164,734,188,284,5681,68238,2155,303053,296937,231565,160964,100290,63595,7117,1244572,425668,268387,346286,6419,248291,61734,14266,18690,3398,1026,93.0,53.0,62.0,43.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,267360,38452,1612239,410759,193974,4826,932,2733,677445,350908,22538,361522,547583,495515,370847,247237,195181,28424,1742293,725938,409166,461581,79680,384633,85818,17433,22402,3868,1101,95.0,66.0,73.0,58.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,206902,43179,628044,398243,83208,198,245,125,38426,34879,591,146399,171416,110822,52248,28087,19832,2593,745027,261849,137727,217420,4553,167627,27575,4816,6039,987,236,95.0,42.0,49.0,35.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,90232,8011,201524,15103,306601,51,753,114,73930,16865,423,82317,130068,97580,47836,24842,13674,1197,357859,143560,97817,111052,4279,81090,13393,1740,2013,218,55,100.0,57.0,64.0,51.0
